服务器A,#genre#
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
服务器D,#genre#
斗鱼贝爷影厅,http://b.zgjok.com:35455/douyu/252802
斗鱼漫威电影,http://b.zgjok.com:35455/douyu/6140589
斗鱼MAX电影,http://b.zgjok.com:35455/douyu/4332
斗鱼科幻电影,http://b.zgjok.com:35455/douyu/9651304
斗鱼喜剧电影,http://b.zgjok.com:35455/douyu/323876
斗鱼蓝光影院,http://b.zgjok.com:35455/douyu/7882691
斗鱼魔幻影院,http://b.zgjok.com:35455/douyu/1274132
斗鱼漫威宇宙,http://b.zgjok.com:35455/douyu/11673725
斗鱼魔幻大片,http://b.zgjok.com:35455/douyu/52787
斗鱼华语喜剧,http://b.zgjok.com:35455/douyu/276200
斗鱼高分电影,http://b.zgjok.com:35455/douyu/431460
斗鱼豆瓣高分,http://b.zgjok.com:35455/douyu/74374
斗鱼香港电影,http://b.zgjok.com:35455/douyu/6079455
斗鱼动作电影,http://b.zgjok.com:35455/douyu/36337
斗鱼经典电影,http://b.zgjok.com:35455/douyu/96577
斗鱼国产电影,http://b.zgjok.com:35455/douyu/122402
斗鱼专辑影院,http://b.zgjok.com:35455/douyu/3811092
斗鱼恐怖电影,http://b.zgjok.com:35455/douyu/263824
斗鱼周末影院,http://b.zgjok.com:35455/douyu/315457
服务器E,#genre#
CCTV1,http://ycsj.aguihome.com:4022/udp/233.50.200.99:5140					
CCTV1,http://ycsj.aguihome.com:4022/udp/233.50.200.130:5140					
CCTV1,http://ycsj.aguihome.com:4022/udp/233.50.200.143:5140					
CCTV1,http://ycsj.aguihome.com:4022/udp/233.50.201.118:5140					
CCTV1,http://ycsj.aguihome.com:4022/udp/233.50.201.222:5140					
CCTV2,http://ycsj.aguihome.com:4022/udp/233.50.200.25:5140					
CCTV2,http://ycsj.aguihome.com:4022/udp/233.50.200.100:5140					
CCTV2,http://ycsj.aguihome.com:4022/udp/233.50.201.119:5140					
CCTV3,http://ycsj.aguihome.com:4022/udp/233.50.200.107:5140					
CCTV3,http://ycsj.aguihome.com:4022/udp/233.50.201.196:5140					
CCTV4,http://ycsj.aguihome.com:4022/udp/233.50.200.101:5140					
CCTV5,http://ycsj.aguihome.com:4022/udp/233.50.200.108:5140					
CCTV5,http://ycsj.aguihome.com:4022/udp/233.50.201.197:5140					
CCTV5+,http://ycsj.aguihome.com:4022/udp/233.50.201.220:5140					
CCTV6,http://ycsj.aguihome.com:4022/udp/233.50.200.109:5140					
CCTV6,http://ycsj.aguihome.com:4022/udp/233.50.201.198:5140					
CCTV7,http://ycsj.aguihome.com:4022/udp/233.50.200.24:5140					
CCTV7,http://ycsj.aguihome.com:4022/udp/233.50.200.102:5140					
CCTV7,http://ycsj.aguihome.com:4022/udp/233.50.201.120:5140					
CCTV8,http://ycsj.aguihome.com:4022/udp/233.50.200.110:5140					
CCTV8,http://ycsj.aguihome.com:4022/udp/233.50.201.199:5140					
CCTV9,http://ycsj.aguihome.com:4022/udp/233.50.200.23:5140					
CCTV9,http://ycsj.aguihome.com:4022/udp/233.50.201.121:5140					
CCTV10,http://ycsj.aguihome.com:4022/udp/233.50.200.22:5140					
CCTV10,http://ycsj.aguihome.com:4022/udp/233.50.201.122:5140					
CCTV11,http://ycsj.aguihome.com:4022/udp/233.50.201.11:5140					
CCTV12,http://ycsj.aguihome.com:4022/udp/233.50.200.21:5140					
CCTV12,http://ycsj.aguihome.com:4022/udp/233.50.201.123:5140					
CCTV13,http://ycsj.aguihome.com:4022/udp/233.50.200.111:5140					
CCTV13,http://ycsj.aguihome.com:4022/udp/233.50.201.246:5140					
CCTV14,http://ycsj.aguihome.com:4022/udp/233.50.200.103:5140					
CCTV14,http://ycsj.aguihome.com:4022/udp/233.50.200.20:5140					
CCTV14,http://ycsj.aguihome.com:4022/udp/233.50.201.124:5140					
CCTV16,http://ycsj.aguihome.com:4022/udp/233.50.200.112:5140					
CCTV16,http://ycsj.aguihome.com:4022/udp/233.50.201.192:5140					
CCTV17,http://ycsj.aguihome.com:4022/udp/233.50.200.113:5140					
CCTV16 4K,http://ycsj.aguihome.com:4022/udp/233.50.201.63:5140
凤凰中文,http://ycsj.aguihome.com:4022/udp/233.50.200.42:5140					
凤凰中文,http://ycsj.aguihome.com:4022/udp/233.50.200.191:5140					
凤凰资讯,http://ycsj.aguihome.com:4022/udp/233.50.200.192:5140					
天津卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.104:5140					
天津卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.104:5140					
河北卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.105:5140					
河北卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.140:5140					
安徽卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.106:5140					
安徽卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.113:5140					
重庆卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.114:5140					
云南卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.115:5140					
四川卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.118:5140					
四川卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.139:5140					
江西卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.119:5140					
江西卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.145:5140					
江苏卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.144:5140					
江苏卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.106:5140					
浙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.145:5140					
浙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.231:5140					
东方卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.146:5140					
东方卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.125:5140					
湖北卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.147:5140					
湖北卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.114:5140					
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.149:5140					
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.102:5140					
北京卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.179:5140					
北京卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.107:5140					
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.187:5140					
深圳卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.188:5140					
深圳卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.101:5140					
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.189:5140					
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.115:5140					
湖南卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.190:5140					
湖南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.103:5140					
山东卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.105:5140					
辽宁卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.141:5140					
贵州卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.142:5140					
重庆卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.143:5140					
河南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.144:5140					
东南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.146:5140					
音乐,#genre#
如水年华,https://vd4.bdstatic.com/mda-qiidw79efmjs8aar/576p/h264/1726739405111265219/mda-qiidw79efmjs8aar.mp4
吉米阿加,https://vd2.bdstatic.com/mda-pk1ccehgau3ywq8q/hd/cae_h264/1699059021606217448/mda-pk1ccehgau3ywq8q.mp4
怪我无情,https://vd2.bdstatic.com/mda-pdde6x4c56467djm/576p/h264/1681466528778166412/mda-pdde6x4c56467djm.mp4
回家的路,https://vd2.bdstatic.com/mda-pagk4ayy8huvuu5g/hd/cae_h264/1674004730256821197/mda-pagk4ayy8huvuu5g.mp4
玩腻,https://vd2.bdstatic.com/mda-phpb3pnb5u88qh6e/576p/h264/1692863767878360172/mda-phpb3pnb5u88qh6e.mp4
摇呀摇,https://vd4.bdstatic.com/mda-peeixrkhd2cy1zfi/hd/cae_h264/1684262984316045413/mda-peeixrkhd2cy1zfi.mp4
午夜接触,https://vd2.bdstatic.com/mda-na0hvaumrq7tvpy6/hd/cae_h264_delogo/1642485198391114574/mda-na0hvaumrq7tvpy6.mp4
冰河时代,https://vd3.bdstatic.com/mda-pf72wa8bsyxwq0gf/576p/h264/1686189835172566145/mda-pf72wa8bsyxwq0gf.mp4
封锁我一生,https://vd4.bdstatic.com/mda-ndn7uj23fz24bs06/hd/cae_h264_delogo/1650692877570307907/mda-ndn7uj23fz24bs06.mp4
负我不负她,https://vd4.bdstatic.com/mda-pjh2pm1d8m5gj5n0/576p/h264/1697594213694786562/mda-pjh2pm1d8m5gj5n0.mp4
不负时光不负秋,https://vd4.bdstatic.com/mda-nmuem06vvewc2v83/576p/h264/1672309362626994716/mda-nmuem06vvewc2v83.mp4
开心的马骝,https://vd4.bdstatic.com/mda-pjrmmev8vynv0hsh/576p/h264/1698333390008547155/mda-pjrmmev8vynv0hsh.mp4
一起走过的日子,https://vd4.bdstatic.com/mda-jii0gwru2veqfbbh/hd/mda-jii0gwru2veqfbbh.mp4
来生缘,https://vd4.bdstatic.com/mda-kehs27bpje6waquc/v1-cae/hd/mda-kehs27bpje6waquc.mp4
再回首,https://vd2.bdstatic.com/mda-pafjd1v1n9ggb9iu/cae_h264/1673876715680366331/mda-pafjd1v1n9ggb9iu.mp4
你的样子,https://vd4.bdstatic.com/mda-ij80h3v59j4v103c/hd/mda-ij80h3v59j4v103c.mp4
吻别,https://vd2.bdstatic.com/mda-pdej6q5h4df2a2mk/576p/h264/1681565638672337930/mda-pdej6q5h4df2a2mk.mp4
心雨,https://vd3.bdstatic.com/mda-pdj4433kt9cxe376/hd/cae_h264/1681983367927731895/mda-pdj4433kt9cxe376.mp4
选择,https://vd4.bdstatic.com/mda-pdg4dq8zq1u7qgtq/hd/cae_h264/1681719798176673362/mda-pdg4dq8zq1u7qgtq.mp4
追梦人,https://vd4.bdstatic.com/mda-mh8f01ccyz4h9618/hd/cae_h264/1628596851603338254/mda-mh8f01ccyz4h9618.mp4
风中的承诺,https://vd3.bdstatic.com/mda-pkv9rdh1jhdvwcwq/576p/h264/1701327452432484223/mda-pkv9rdh1jhdvwcwq.mp4
好人一生平安,https://vd3.bdstatic.com/mda-pdiyqwmffua8wwu6/hd/cae_h264/1681945692033240009/mda-pdiyqwmffua8wwu6.mp4
十五的月亮,https://vd3.bdstatic.com/mda-pbc272uh02iezk0t/hd/cae_h264/1676252220594865792/mda-pbc272uh02iezk0t.mp4
东南西北风,https://vd2.bdstatic.com/mda-kgawkz5vtcy2axpb/v1-cae/hd/mda-kgawkz5vtcy2axpb.mp4
爱的奉献,https://vd2.bdstatic.com/mda-jeip83ytndddrz1g/hd/mda-jeip83ytndddrz1g.mp4
下定决心忘记你,https://vd4.bdstatic.com/mda-njryz7dczfb96g53/hd/cae_h264/1666857020485669068/mda-njryz7dczfb96g53.mp4
听闻远方有你,https://vd2.bdstatic.com/mda-pf6fzyk8zz2dwzd2/hd/cae_h264/1687263445731713627/mda-pf6fzyk8zz2dwzd2.mp4
谁知道男人的辛酸,https://vd4.bdstatic.com/mda-pkany6nagern7fbt/hd/cae_h264/1699851980505224336/mda-pkany6nagern7fbt.mp4
初恋情人粤语,https://vd3.bdstatic.com:443/mda-me57bm308iu6stcz/1080p/cae_h264/1620279663855106642/mda-me57bm308iu6stcz.mp4
初恋情人国语,https://vd4.bdstatic.com/mda-pd6evii83eebunbu/hd/cae_h264/1680864213797139476/mda-pd6evii83eebunbu.mp4
新鸳鸯蝴蝶梦,https://vd4.bdstatic.com/mda-ma0j3agxwj9bm40z/v2-hknm/hd/mda-ma0j3agxwj9bm40z.mp4
窗外,https://vd2.bdstatic.com/mda-matjpu6y25bbjc8d/v2-hknm/hd/mda-matjpu6y25bbjc8d.mp4
九妹,https://vd3.bdstatic.com/mda-jjnd9cja1c5k4njq/hd/mda-jjnd9cja1c5k4njq.mp4
路灯下的小姑娘,https://vd4.bdstatic.com/mda-nhjd84t9pnjtgbi0/hd/cae_h264/1660987930019218754/mda-nhjd84t9pnjtgbi0.mp4
谢谢你的爱,https://vd3.bdstatic.com/mda-ickvt8tndh1qvyzt/hd/mda-ickvt8tndh1qvyzt.mp4
少年壮志不言愁,https://vd2.bdstatic.com/mda-kccejb538puai0es/v1-cae/hd/mda-kccejb538puai0es.mp4
不白活一回,https://vd2.bdstatic.com/mda-pft5aeg4k4sg5emm/576p/h264/1687924019999948898/mda-pft5aeg4k4sg5emm.mp4
偏偏喜欢你,https://vd4.bdstatic.com/mda-mk0ey8nfw4z6z65h/hd/cae_h264/1635763549469073367/mda-mk0ey8nfw4z6z65h.mp4
祝你一路顺风,https://vd2.bdstatic.com/mda-peiaz1hpm02iphmm/hd/cae_h264/1684661394395987925/mda-peiaz1hpm02iphmm.mp4
离别,https://vd2.bdstatic.com/mda-nis36w7374suxm00/hd/cae_h264/1664504444653583103/mda-nis36w7374suxm00.mp4
我不想说,https://vd4.bdstatic.com/mda-nhi5mxta02p1sfdk/hd/cae_h264/1660998649751007541/mda-nhi5mxta02p1sfdk.mp4
敢问路在何方,https://vd4.bdstatic.com/mda-imjbm90a6z0n8taf/576p/cae_h264/1651937038474796775/mda-imjbm90a6z0n8taf.mp4
星星点灯,https://vd2.bdstatic.com/mda-pii3c8xuigk63tmt/576p/h264/1695090640254449011/mda-pii3c8xuigk63tmt.mp4
霸王别姬,https://vd3.bdstatic.com/mda-jjtzxjk8rk5u4bfk/hd/mda-jjtzxjk8rk5u4bfk.mp4
偷了黄昏的酒,https://vd4.bdstatic.com/mda-pisgasqv80y80x77/576p/h264/1695814327284111535/mda-pisgasqv80y80x77.mp4
月满西楼,https://vd3.bdstatic.com/mda-pcp8pzx5f536f55s/576p/h264/1679639573466078924/mda-pcp8pzx5f536f55s.mp4
山不转水转,https://vd2.bdstatic.com/mda-pgd2j3170crnd7zv/hd/cae_h264/1689995351706565034/mda-pgd2j3170crnd7zv.mp4
长相依,https://vd2.bdstatic.com/mda-nd6i9uat86vfjgjg/hd/cae_h264_delogo/1649337740226237886/mda-nd6i9uat86vfjgjg.mp4
梅花三弄,https://vd3.bdstatic.com/mda-pe898wv82g88wxpf/hd/cae_h264/1683660822483945964/mda-pe898wv82g88wxpf.mp4
一生的等待,https://vd4.bdstatic.com/mda-pjaae9tfu4r4spa7/576p/h264/1697008906273942984/mda-pjaae9tfu4r4spa7.mp4
遇上你是我的缘,https://vd4.bdstatic.com/mda-mcrq72eu7e2hn8bq/480p/h264_cae/1620473834667786517/mda-mcrq72eu7e2hn8bq.mp4
可可托海的牧羊人,https://vd2.bdstatic.com/mda-kkih51m868qx5ybc/v1-cae/sc/mda-kkih51m868qx5ybc.mp4
我的中国心,https://vd4.bdstatic.com/mda-pfta3hb5e4ich9da/hd/cae_h264/1687938077488900024/mda-pfta3hb5e4ich9da.mp4
飞天,https://vd3.bdstatic.com/mda-mg5kf9dhvrag7cqg/hd/cae_h264_nowatermark/1625651434386124243/mda-mg5kf9dhvrag7cqg.mp4
没有情人的情人节,http://vodcdn.video.taobao.com/oss/ali-video/c041d5ed45716d7d73233244b528eed6/video.m3u8
风中有朵雨做的云,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Cg9qI5imMInpPvK5Mnm%40%40hd.m3u8
冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8
讲不出告别,https://vd2.bdstatic.com/mda-pk03y449fmji5t41/cae_h264/1698809955298408352/mda-pk03y449fmji5t41.mp4
工资不够花,https://vd4.bdstatic.com/mda-pj3nrdh62hm6k1n8/576p/h264/1696435408347042772/mda-pj3nrdh62hm6k1n8.mp4
如果你把我灌醉,https://vd4.bdstatic.com/mda-pkci118vahbbaztd/hd/cae_h264/1699932044734032455/mda-pkci118vahbbaztd.mp4
生活很累我无路可退,https://vd4.bdstatic.com/mda-pjmec6eh78etewf8/hd/cae_h264/1698494199211287525/mda-pjmec6eh78etewf8.mp4
如果再回到从前,https://vd2.bdstatic.com/mda-mm4dc43xhfxjyhs0/576p/cae_h264/1652642921900616095/mda-mm4dc43xhfxjyhs0.mp4
累了也想喝点酒,https://vd3.bdstatic.com/mda-ndpg6aqsby88y9rq/576p/cae_h264/1654056741933809690/mda-ndpg6aqsby88y9rq.mp4
最远的你是我最近的爱,https://vd2.bdstatic.com/mda-ma2dczitwa9581wv/v1-cae/hd/mda-ma2dczitwa9581wv.mp4
天堂一定很美,https://vd3.bdstatic.com/mda-pes83y3e0qsjnktv/hd/cae_h264/1685342028272274631/mda-pes83y3e0qsjnktv.mp4
天堂一定很美,https://vd3.bdstatic.com/mda-pg34u0bfv15apatm/hd/cae_h264/1688461367054051064/mda-pg34u0bfv15apatm.mp4
不,https://vd2.bdstatic.com/mda-ne5fb6xaj6umtjs1/540p/h264_cae_delogo/1651834193518527527/mda-ne5fb6xaj6umtjs1.mp4
把悲伤留给自己,https://vd3.bdstatic.com/mda-nchgh3tx4easc0ck/hd/cae_h264_delogo/1647605142713111153/mda-nchgh3tx4easc0ck.mp4
泪别故乡,https://vd3.bdstatic.com/mda-pkkepkhcgs9fidqm/hd/cae_h264/1700571755595251962/mda-pkkepkhcgs9fidqm.mp4
甘心情愿,https://vd3.bdstatic.com/mda-nkkzyu1pyn84cexw/cae_h264/1669075729000303798/mda-nkkzyu1pyn84cexw.mp4
还是小时候最安逸,https://vd4.bdstatic.com/mda-pirbdpfr52uphmw8/576p/h264/1695715422343708412/mda-pirbdpfr52uphmw8.mp4
我们去约会,https://vd2.bdstatic.com/mda-pj41zfvqqpm84zaw/576p/h264/1696469150545578257/mda-pj41zfvqqpm84zaw.mp4
八十一难七十二变,https://vd2.bdstatic.com/mda-pfrancx96tspd66k/hd/cae_h264/1687765270753135890/mda-pfrancx96tspd66k.mp4
借我一点爱,https://vd3.bdstatic.com/mda-mb3r529tjix8gmq8/v1-cae/hd/mda-mb3r529tjix8gmq8.mp4
世界由我造,https://vd3.bdstatic.com/mda-pijmi1462ktm3r5w/576p/h264/1695223632361077763/mda-pijmi1462ktm3r5w.mp4
爱的迷魂汤,https://vd4.bdstatic.com/mda-nk5dp935bpf42n00/hd/cae_h264/1667728003532208158/mda-nk5dp935bpf42n00.mp4
人老心别老,https://vd2.bdstatic.com/mda-pjmbzpij68z2ztm3/720p/h264/1697963317423923807/mda-pjmbzpij68z2ztm3.mp4
我内心的宇宙,https://vd2.bdstatic.com/mda-pbahrgquztgktanp/576p/h264/1676118758976533162/mda-pbahrgquztgktanp.mp4
疯狂青蛙,https://vd4.bdstatic.com/mda-kerirz78638dnj1f/hd/mda-kerirz78638dnj1f.mp4
晚秋,https://vd2.bdstatic.com/mda-kipe35zz6r2siw2y/v1-cae/hd/mda-kipe35zz6r2siw2y.mp4
38度6,https://vd4.bdstatic.com/mda-pei1p65sureunpg7/576p/h264/1684458852396488128/mda-pei1p65sureunpg7.mp4
九月九的酒,https://vd2.bdstatic.com/mda-pjnkfwtenfed8gq6/hd/cae_h264/1698109194629697968/mda-pjnkfwtenfed8gq6.mp4
你在家乡还好吗,https://vd2.bdstatic.com/mda-kmdd3npen631zids/v1-cae/hd/mda-kmdd3npen631zids.mp4
小芳,https://vd3.bdstatic.com/mda-nk5k1vqjttcyiq4u/hd/cae_h264/1667744518384175972/mda-nk5k1vqjttcyiq4u.mp4
女人不是辘轳,https://vd4.bdstatic.com/mda-kk7pgt1vf8tcygtk/v1-cae/hd/mda-kk7pgt1vf8tcygtk.mp4
爱悠悠情悠悠,https://vd3.bdstatic.com/mda-pdpeaznyn4kzr3ic/hd/cae_h264/1682335425172957059/mda-pdpeaznyn4kzr3ic.mp4
青青河边草,https://vd4.bdstatic.com/mda-pdmrxcwi65430615/hd/mda-pdmrxcwi65430615.mp4
爱情鸟,https://vd2.bdstatic.com/mda-pk8j9gk1ex7j8tes/cae_h264/1700114496095772039/mda-pk8j9gk1ex7j8tes.mp4
爱情鸟,http://vdown.kuwo.cn:80/resource//t4/69/75/bD9N0L_qjcM.mp4
醉过多少回,https://vd4.bdstatic.com/mda-mmumg7576ctr7y4q/hd/cae_h264/1640792036223645722/mda-mmumg7576ctr7y4q.mp4
醉过多少回,https://vd4.bdstatic.com/mda-megp46e98a4f2b9g/sc/h264/1621239560364992817/mda-megp46e98a4f2b9g.mp4
山路十八弯,https://vd3.bdstatic.com/mda-mjw33iy4876ua8t7/hd/cae_h264/1635646754250848761/mda-mjw33iy4876ua8t7.mp4
这一路,https://vd3.bdstatic.com/mda-nmh4zzeva6i2c3uc/hd/cae_h264/1671340127694898757/mda-nmh4zzeva6i2c3uc.mp4
这一路,https://vd4.bdstatic.com/mda-ncr4xyyt7d4f4m4h/576p/cae_h264/1651310887383775698/mda-ncr4xyyt7d4f4m4h.mp4
你别走,https://vd2.bdstatic.com/mda-nj7kv8dbu7hwxhgz/hd/cae_h264/1665240635936409440/mda-nj7kv8dbu7hwxhgz.mp4
冲动的惩罚,https://vd4.bdstatic.com/mda-nmgc9bc6x5sq2yf2/hd/cae_h264/1671320252708001788/mda-nmgc9bc6x5sq2yf2.mp4
冲动的惩罚,https://vdse.bdstatic.com//bfbb0871ed01eb3328497faae6a8531b.mp4
九百九十九朵玫瑰,https://vd3.bdstatic.com/mda-kcui7hzzt35dvxzs/v1-cae/hd/mda-kcui7hzzt35dvxzs.mp4
为了谁,https://vd4.bdstatic.com/mda-me24muyqmz1knzpj/hd/cae_h264/1620012411524620072/mda-me24muyqmz1knzpj.mp4
世间始终你好,https://vd4.bdstatic.com/mda-pdna1m07h4e8bu3t/hd/cae_h264/1682261925440459871/mda-pdna1m07h4e8bu3t.mp4
不装饰你的梦,https://vd2.bdstatic.com/mda-nhv9padmc1dkac9p/hd/cae_h264/1661949070579716558/mda-nhv9padmc1dkac9p.mp4
一剪梅,https://vd2.bdstatic.com/mda-pa84pgu59c9a9vcp/576p/h264/1673234354569698655/mda-pa84pgu59c9a9vcp.mp4
人间第一情,https://vd3.bdstatic.com/mda-kdtfi5er49vdka67/v1-cae/hd/mda-kdtfi5er49vdka67.mp4
无言的结局,http://vd3.bdstatic.com/mda-jenpdiydc7kez9ze/mda-jenpdiydc7kez9ze.mp4
免失志,http://vd3.bdstatic.com/mda-jdngvdh4ru0irwma/mda-jdngvdh4ru0irwma.mp4
杜十娘,http://vd3.bdstatic.com/mda-jekst5s3c341xwyd/mda-jekst5s3c341xwyd.mp4
莫失莫忘,https://vd3.bdstatic.com/mda-km4b452ecvjfva75/v1-cae/hd/mda-km4b452ecvjfva75.mp4
孤独的等待,https://vd3.bdstatic.com/mda-pgcamtuyuhd0ss3e/360p/h264/1689233535154704138/mda-pgcamtuyuhd0ss3e.mp4
从头再来,https://vd3.bdstatic.com/mda-nmc7db57wv6wkzft/hd/cae_h264/1670909400504842086/mda-nmc7db57wv6wkzft.mp4
敖包相会,https://vd3.bdstatic.com/mda-pb0k1ywrtyhtm3m4/hd/cae_h264/1675322479300933309/mda-pb0k1ywrtyhtm3m4.mp4
半斤八两,https://vd3.bdstatic.com/mda-md1gdpt8857zkuj2/480p/h264_cae/1620928569655068744/mda-md1gdpt8857zkuj2.mp4
名利皆云烟,http://em.21dtv.com/songs/60098646.mkv
有啥不如有个好身体,https://vd2.bdstatic.com/mda-pjr841z3ijwscey2/720p/h264/1698299070317087039/mda-pjr841z3ijwscey2.mp4
红尘路上谁不孤独,https://vd3.bdstatic.com/mda-pjm4m53qced5asvd/720p/h264/1697944575748041668/mda-pjm4m53qced5asvd.mp4
醉人的酒苦涩的泪,https://vd3.bdstatic.com/mda-pd8fy0iqi0invauy/sc/cae_h264/1681039193384447190/mda-pd8fy0iqi0invauy.mp4
三杯两盏熬白了头,https://vd3.bdstatic.com/mda-pjp8i2dw8avqmx87/720p/h264/1698127312533323831/mda-pjp8i2dw8avqmx87.mp4
人生这杯酒你可曾喝醉,https://vd2.bdstatic.com/mda-pjw9enqn40si08ba/720p/h264/1698734408989605063/mda-pjw9enqn40si08ba.mp4
人生没有回头路,https://vd2.bdstatic.com/mda-pk03idhfnp6xxu2i/720p/h264/1698805837576627315/mda-pk03idhfnp6xxu2i.mp4
人生需自渡,https://vd4.bdstatic.com/mda-pj66h1q6qf5s63e5/720p/h264/1696653361971314173/mda-pj66h1q6qf5s63e5.mp4
人到中年谈什么自由,https://vd2.bdstatic.com/mda-pj87j1bvecdrn2zi/720p/h264/1696828854844592124/mda-pj87j1bvecdrn2zi.mp4
金包银+爱情总在幻灭时最美,https://vd3.bdstatic.com/mda-niuns57n1zwxnc2k/hd/cae_h264/1664467848317310197/mda-niuns57n1zwxnc2k.mp4
2002年的第一场雪,https://vd2.bdstatic.com/mda-jfuc6inmb7mbtufi/hd/mda-jfuc6inmb7mbtufi.mp4
点燃一根烟,https://vd2.bdstatic.com:443/mda-mdapwdafpsiy63zu/1080p/h264_cae/1620614712517070219/mda-mdapwdafpsiy63zu.mp4
一生啊,https://vd3.bdstatic.com/mda-pe62fcq6a24h6j1g/hd/cae_h264/1683478244444018751/mda-pe62fcq6a24h6j1g.mp4
三两三,https://vd2.bdstatic.com/mda-nh8eqsnrsuzkdntj/hd/cae_h264/1660044721050438772/mda-nh8eqsnrsuzkdntj.mp4
只有梦里来去,https://vd2.bdstatic.com/mda-pinez2izqcwrg2fc/hd/cae_h264/1695480474305494884/mda-pinez2izqcwrg2fc.mp4
这扯淡的人生,https://vd3.bdstatic.com/mda-mbsbusw90v2kn05t/v1-cae/hd/mda-mbsbusw90v2kn05t.mp4
苦乐年华,https://vd2.bdstatic.com/mda-kmsmrh6we9xzzxu1/v1-cae/hd/mda-kmsmrh6we9xzzxu1.mp4
篱笆女人和狗,https://vd3.bdstatic.com/mda-kh9rqmqwapaw43s9/v1-cae/hd/mda-kh9rqmqwapaw43s9.mp4
月亮知道我想你的方式,https://vd2.bdstatic.com/mda-ngf8h026qkazvysn/576p/h264/1657951240249323136/mda-ngf8h026qkazvysn.mp4
今朝有酒今朝醉,https://vd3.bdstatic.com/mda-nj5hvuqdpw6b4efc/hd/cae_h264/1665089123807878535/mda-nj5hvuqdpw6b4efc.mp4
梦里水乡,https://vd4.bdstatic.com/mda-mcc5ichr42qg4r1p/720p/h264_cae/1620799161082799399/mda-mcc5ichr42qg4r1p.mp4
故乡的原风景,https://vd2.bdstatic.com/mda-pk0ksexd36mc7dx9/576p/h264/1698849734037657150/mda-pk0ksexd36mc7dx9.mp4
爱于错误年代,https://vd3.bdstatic.com/mda-na34r9kddk8sh6q4/sc/cae_h264_nowatermark/1641283723626864526/mda-na34r9kddk8sh6q4.mp4
斯卡布罗集市,https://vd3.bdstatic.com/mda-ng73jk1mcu65x9yg/576p/h264/1657247851272304153/mda-ng73jk1mcu65x9yg.mp4
爱情一阵风,https://vd2.bdstatic.com/mda-naqe10vp53uvywz5/hd/cae_h264_delogo/1643104799430201840/mda-naqe10vp53uvywz5.mp4
逝去的诺言,https://vd4.bdstatic.com/mda-pbpgxzkeu6yby92f/576p/h264/1677239977149060492/mda-pbpgxzkeu6yby92f.mp4
血染的风采,https://vd3.bdstatic.com/mda-mi51ag41c74m9y14/hd/cae_h264/1630892620513794852/mda-mi51ag41c74m9y14.mp4
鲜花满月楼,https://vd3.bdstatic.com/mda-pdtd1a160f3zhpaz/hd/cae_h264/1682743370123812996/mda-pdtd1a160f3zhpaz.mp4
